# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.11972         	1.02973079e-04	9.56265031e-05	1.38373459e-04	2.20355503e-04	1.00111976e-06	1.24464285e-06
0.11974         	1.03017223e-04	9.55174333e-05	1.38540450e-04	2.19983636e-04	9.98973728e-07	1.26863304e-06
0.11976         	1.03072383e-04	9.54409471e-05	1.38662538e-04	2.19614386e-04	1.00129802e-06	1.26667935e-06
0.11978         	1.03130826e-04	9.53642994e-05	1.38729313e-04	2.19215773e-04	9.99779766e-07	1.23619603e-06
0.1198          	1.03192975e-04	9.52598167e-05	1.38794275e-04	2.18837397e-04	1.00255189e-06	1.16442443e-06
0.11982         	1.03249822e-04	9.51560718e-05	1.38843099e-04	2.18460955e-04	1.00160354e-06	1.16978748e-06
0.11984         	1.03307355e-04	9.50232206e-05	1.38908603e-04	2.18118710e-04	9.99385506e-07	1.20817064e-06
0.11986         	1.03356460e-04	9.48828780e-05	1.38979665e-04	2.17737401e-04	1.00203336e-06	1.23097410e-06
0.11988         	1.03400631e-04	9.47522949e-05	1.39114251e-04	2.17384938e-04	1.00003763e-06	1.25879534e-06
0.1199          	1.03450509e-04	9.46661118e-05	1.39263993e-04	2.16999334e-04	9.97475407e-07	1.26965091e-06
0.11992         	1.03501523e-04	9.45859585e-05	1.39388285e-04	2.16640466e-04	1.00004201e-06	1.24214878e-06
0.11994         	1.03553055e-04	9.44859337e-05	1.39438308e-04	2.16249599e-04	9.98656602e-07	1.18393565e-06
0.11996         	1.03605284e-04	9.43665861e-05	1.39457211e-04	2.15931739e-04	1.00166564e-06	1.16791105e-06
0.11998         	1.03655388e-04	9.42396956e-05	1.39481797e-04	2.15586440e-04	1.00096412e-06	1.19464836e-06
0.12            	1.03696856e-04	9.40882387e-05	1.39524177e-04	2.15259069e-04	9.99662485e-07	1.23783813e-06
0.12002         	1.03736703e-04	9.39556613e-05	1.39641766e-04	2.14906680e-04	1.00218583e-06	1.27143009e-06
0.12004         	1.03779074e-04	9.38448838e-05	1.39722643e-04	2.14579532e-04	1.00015191e-06	1.28720174e-06
0.12006         	1.03821897e-04	9.37560552e-05	1.39788691e-04	2.14217120e-04	9.98285250e-07	1.25354692e-06
0.12008         	1.03868744e-04	9.36641049e-05	1.39857840e-04	2.13884026e-04	1.00148838e-06	1.18600745e-06
0.1201          	1.03911044e-04	9.35354188e-05	1.39895296e-04	2.13560930e-04	9.99857168e-07	1.18875656e-06
0.12012         	1.03947049e-04	9.33985649e-05	1.39915335e-04	2.13268499e-04	1.00223301e-06	1.20422608e-06
0.12014         	1.03986964e-04	9.32349602e-05	1.39923818e-04	2.12926379e-04	9.99014640e-07	1.23221228e-06
0.12016         	1.04014103e-04	9.30858363e-05	1.39988464e-04	2.12624920e-04	1.00063777e-06	1.25713485e-06
0.12018         	1.04055496e-04	9.29917124e-05	1.40062898e-04	2.12288331e-04	9.95982724e-07	1.25480758e-06
0.1202          	1.04082919e-04	9.28788045e-05	1.40097560e-04	2.11968483e-04	9.96885051e-07	1.21956832e-06
0.12022         	1.04123232e-04	9.27694138e-05	1.40124361e-04	2.11633806e-04	9.98802514e-07	1.15813493e-06
0.12024         	1.04158961e-04	9.26495373e-05	1.40172980e-04	2.11358450e-04	1.00094884e-06	1.15004560e-06
0.12026         	1.04189326e-04	9.24973184e-05	1.40186500e-04	2.11067577e-04	9.98148111e-07	1.18307702e-06
0.12028         	1.04211442e-04	9.23229180e-05	1.40168889e-04	2.10779156e-04	9.99919281e-07	1.20162545e-06
0.1203          	1.04229843e-04	9.21532153e-05	1.40193227e-04	2.10471270e-04	1.00239573e-06	1.22700249e-06
0.12032         	1.04254177e-04	9.20437083e-05	1.40223601e-04	2.10176359e-04	9.99128067e-07	1.23419386e-06
0.12034         	1.04282912e-04	9.19474712e-05	1.40219138e-04	2.09854586e-04	1.00062849e-06	1.21150634e-06
0.12036         	1.04311314e-04	9.18181513e-05	1.40263073e-04	2.09553413e-04	9.96876143e-07	1.16007077e-06
0.12038         	1.04335569e-04	9.16850938e-05	1.40289014e-04	2.09248299e-04	9.99401575e-07	1.12539424e-06
0.1204          	1.04357525e-04	9.15308714e-05	1.40309167e-04	2.08995522e-04	1.00229626e-06	1.16349870e-06
0.12042         	1.04377153e-04	9.13628055e-05	1.40307487e-04	2.08703271e-04	9.99514307e-07	1.18852387e-06
0.12044         	1.04387231e-04	9.11796486e-05	1.40323931e-04	2.08443946e-04	1.00184090e-06	1.21669110e-06
0.12046         	1.04401734e-04	9.10513447e-05	1.40314048e-04	2.08146599e-04	9.98471518e-07	1.22839135e-06
0.12048         	1.04419150e-04	9.09370816e-05	1.40308420e-04	2.07860381e-04	1.00052700e-06	1.21164440e-06
0.1205          	1.04435670e-04	9.08167995e-05	1.40280979e-04	2.07539984e-04	9.97626584e-07	1.16395207e-06
0.12052         	1.04447759e-04	9.06716322e-05	1.40275355e-04	2.07271772e-04	1.00042141e-06	1.13013105e-06
0.12054         	1.04459369e-04	9.05199619e-05	1.40254210e-04	2.07011061e-04	9.98412587e-07	1.13756422e-06
0.12056         	1.04464596e-04	9.03394911e-05	1.40249868e-04	2.06738742e-04	1.00182927e-06	1.17689926e-06
0.12058         	1.04468351e-04	9.01582657e-05	1.40295921e-04	2.06454379e-04	9.99853883e-07	1.21419695e-06
0.1206          	1.04475841e-04	9.00134071e-05	1.40326342e-04	2.06180735e-04	1.00279704e-06	1.23411930e-06
0.12062         	1.04477465e-04	8.98889326e-05	1.40309080e-04	2.05883623e-04	1.00188276e-06	1.22154685e-06
0.12064         	1.04487233e-04	8.97619731e-05	1.40255803e-04	2.05583850e-04	1.00036007e-06	1.16670267e-06
0.12066         	1.04489234e-04	8.96162766e-05	1.40201663e-04	2.05318031e-04	9.97710341e-07	1.13516243e-06
0.12068         	1.04489146e-04	8.94529382e-05	1.40159400e-04	2.05064635e-04	1.00072981e-06	1.15518052e-06
0.1207          	1.04484711e-04	8.92771437e-05	1.40103203e-04	2.04782330e-04	9.97905201e-07	1.18137062e-06
0.12072         	1.04480373e-04	8.90804885e-05	1.40096958e-04	2.04509046e-04	1.00063337e-06	1.21584219e-06
0.12074         	1.04483069e-04	8.89532279e-05	1.40090973e-04	2.04234772e-04	9.98000558e-07	1.23100829e-06
0.12076         	1.04478015e-04	8.88182257e-05	1.40078796e-04	2.03949795e-04	9.99845688e-07	1.20659913e-06
0.12078         	1.04475842e-04	8.86801794e-05	1.40049048e-04	2.03663508e-04	1.00202645e-06	1.14972031e-06
0.1208          	1.04470174e-04	8.85302391e-05	1.39981724e-04	2.03400724e-04	9.99048713e-07	1.11986185e-06
0.12082         	1.04462133e-04	8.83622316e-05	1.39888892e-04	2.03161203e-04	1.00062877e-06	1.14773823e-06
0.12084         	1.04446364e-04	8.81705110e-05	1.39808635e-04	2.02901770e-04	9.98136540e-07	1.17299516e-06
0.12086         	1.04425479e-04	8.79622683e-05	1.39774529e-04	2.02640471e-04	9.99412415e-07	1.20067631e-06
0.12088         	1.04411899e-04	8.78213940e-05	1.39767450e-04	2.02378778e-04	1.00113597e-06	1.20934314e-06
0.1209          	1.04402466e-04	8.76907055e-05	1.39752074e-04	2.02116729e-04	9.97350750e-07	1.19703970e-06
0.12092         	1.04389057e-04	8.75450834e-05	1.39711801e-04	2.01846640e-04	9.99188374e-07	1.15349899e-06
0.12094         	1.04368573e-04	8.73824935e-05	1.39648628e-04	2.01588709e-04	1.00155198e-06	1.09444206e-06
0.12096         	1.04346655e-04	8.72168809e-05	1.39538947e-04	2.01356740e-04	9.98544205e-07	1.12901512e-06
0.12098         	1.04322372e-04	8.70237040e-05	1.39413156e-04	2.01121337e-04	1.00086723e-06	1.16201482e-06
0.121           	1.04293019e-04	8.68115668e-05	1.39348004e-04	2.00887362e-04	9.97615844e-07	1.19424201e-06
0.12102         	1.04267594e-04	8.66507542e-05	1.39325525e-04	2.00652752e-04	9.99819456e-07	1.21039046e-06
0.12104         	1.04245050e-04	8.65155906e-05	1.39332069e-04	2.00411163e-04	1.00184220e-06	1.20044935e-06
0.12106         	1.04224052e-04	8.63783932e-05	1.39285968e-04	2.00153038e-04	9.96557919e-07	1.16446687e-06
0.12108         	1.04194028e-04	8.62139187e-05	1.39211352e-04	1.99915031e-04	9.98289537e-07	1.10067311e-06
0.1211          	1.04166815e-04	8.60414514e-05	1.39126205e-04	1.99707975e-04	1.00071073e-06	1.10605651e-06
0.12112         	1.04133309e-04	8.58432937e-05	1.38995456e-04	1.99489674e-04	9.95119973e-07	1.15002217e-06
0.12114         	1.04095982e-04	8.56254602e-05	1.38887511e-04	1.99260539e-04	9.96439980e-07	1.18638999e-06
0.12116         	1.04066173e-04	8.54565058e-05	1.38822604e-04	1.99040991e-04	9.98459727e-07	1.21565143e-06
0.12118         	1.04025276e-04	8.53064318e-05	1.38786979e-04	1.98805996e-04	1.00075134e-06	1.21429622e-06
0.1212          	1.03992779e-04	8.51556323e-05	1.38753343e-04	1.98562839e-04	9.95787870e-07	1.16602715e-06
0.12122         	1.03955038e-04	8.49990602e-05	1.38695112e-04	1.98336282e-04	9.97711377e-07	1.11292606e-06
0.12124         	1.03914477e-04	8.48136083e-05	1.38618938e-04	1.98135496e-04	9.99686151e-07	1.12822307e-06
0.12126         	1.03867283e-04	8.46162710e-05	1.38511930e-04	1.97913883e-04	1.00151421e-06	1.16305097e-06
0.12128         	1.03821292e-04	8.43882402e-05	1.38419687e-04	1.97686740e-04	9.97279802e-07	1.19843699e-06
0.1213          	1.03782141e-04	8.42180041e-05	1.38347358e-04	1.97457871e-04	9.98107413e-07	1.21874300e-06
0.12132         	1.03737988e-04	8.40707338e-05	1.38258725e-04	1.97221134e-04	9.98919947e-07	1.20370406e-06
0.12134         	1.03690659e-04	8.39082295e-05	1.38159022e-04	1.96974932e-04	9.99783812e-07	1.15708049e-06
0.12136         	1.03644661e-04	8.37424467e-05	1.38111753e-04	1.96745323e-04	1.00055135e-06	1.09292696e-06
0.12138         	1.03597505e-04	8.35652629e-05	1.38053967e-04	1.96542075e-04	9.95934825e-07	1.12472529e-06
0.1214          	1.03540623e-04	8.33542060e-05	1.37956345e-04	1.96335402e-04	9.96648139e-07	1.15615950e-06
0.12142         	1.03478791e-04	8.31179032e-05	1.37841278e-04	1.96110190e-04	9.98097834e-07	1.18320873e-06
0.12144         	1.03423371e-04	8.29338877e-05	1.37776493e-04	1.95891739e-04	9.99422477e-07	1.19987773e-06
0.12146         	1.03374988e-04	8.27825121e-05	1.37717986e-04	1.95663554e-04	1.00078892e-06	1.19178032e-06
0.12148         	1.03322718e-04	8.26348330e-05	1.37613186e-04	1.95431348e-04	9.97275981e-07	1.15931347e-06
0.1215          	1.03266047e-04	8.24684285e-05	1.37482028e-04	1.95200749e-04	9.99492136e-07	1.09229420e-06
0.12152         	1.03208131e-04	8.22898874e-05	1.37375289e-04	1.94994569e-04	1.00275118e-06	1.10694719e-06
0.12154         	1.03148093e-04	8.20827563e-05	1.37275641e-04	1.94800719e-04	9.98894924e-07	1.14441723e-06
0.12156         	1.03082361e-04	8.18600536e-05	1.37189402e-04	1.94598170e-04	1.00181157e-06	1.16911159e-06
0.12158         	1.03022412e-04	8.16657675e-05	1.37147910e-04	1.94388482e-04	9.97571491e-07	1.19185587e-06
0.1216          	1.02961631e-04	8.15274836e-05	1.37073802e-04	1.94179980e-04	1.00007959e-06	1.19884033e-06
0.12162         	1.02902149e-04	8.13892680e-05	1.36973981e-04	1.93954557e-04	9.95574168e-07	1.16453276e-06
0.12164         	1.02841907e-04	8.12357304e-05	1.36846768e-04	1.93738561e-04	9.98268629e-07	1.09722491e-06
0.12166         	1.02773761e-04	8.10643574e-05	1.36704261e-04	1.93558839e-04	1.00177477e-06	1.08778560e-06
0.12168         	1.02705227e-04	8.08754254e-05	1.36556526e-04	1.93379453e-04	9.99837692e-07	1.11841831e-06
0.1217          	1.02636935e-04	8.06612166e-05	1.36481347e-04	1.93182107e-04	1.00256157e-06	1.16252581e-06
0.12172         	1.02578502e-04	8.04845951e-05	1.36451910e-04	1.92997563e-04	1.00190304e-06	1.20161028e-06
0.12174         	1.02510158e-04	8.03312103e-05	1.36400141e-04	1.92804368e-04	9.99892558e-07	1.21016575e-06
0.12176         	1.02444139e-04	8.01977029e-05	1.36304745e-04	1.92604213e-04	1.00190762e-06	1.16985920e-06
0.12178         	1.02379974e-04	8.00617557e-05	1.36175148e-04	1.92409682e-04	9.98474748e-07	1.10959406e-06
0.1218          	1.02309723e-04	7.98966164e-05	1.36020894e-04	1.92249539e-04	1.00007476e-06	1.12322300e-06
0.12182         	1.02230462e-04	7.97219188e-05	1.35865420e-04	1.92086377e-04	9.96425080e-07	1.14885916e-06
0.12184         	1.02151400e-04	7.95248256e-05	1.35742875e-04	1.91905047e-04	9.97505653e-07	1.17528784e-06
0.12186         	1.02081435e-04	7.93559499e-05	1.35711671e-04	1.91744517e-04	9.98955039e-07	1.20038710e-06
0.12188         	1.02012131e-04	7.92382855e-05	1.35657980e-04	1.91582058e-04	9.99941582e-07	1.19546065e-06
0.1219          	1.01935741e-04	7.91061845e-05	1.35586633e-04	1.91407553e-04	1.00082249e-06	1.16034508e-06
0.12192         	1.01860184e-04	7.89742380e-05	1.35496786e-04	1.91244633e-04	9.96284029e-07	1.10641016e-06
0.12194         	1.01780904e-04	7.88389910e-05	1.35369450e-04	1.91111172e-04	9.95908328e-07	1.10499541e-06
0.12196         	1.01695696e-04	7.86716725e-05	1.35219803e-04	1.90989088e-04	9.95832639e-07	1.13929839e-06
0.12198         	1.01602904e-04	7.84820057e-05	1.35066327e-04	1.90842002e-04	9.95499965e-07	1.16248869e-06
0.122           	1.01516713e-04	7.83206860e-05	1.34959358e-04	1.90706061e-04	9.95240759e-07	1.18682818e-06
0.12202         	1.01439836e-04	7.82116252e-05	1.34930762e-04	1.90561810e-04	9.94733055e-07	1.18756759e-06
0.12204         	1.01360018e-04	7.81151257e-05	1.34892759e-04	1.90415353e-04	9.94526540e-07	1.16183257e-06
0.12206         	1.01275609e-04	7.79958869e-05	1.34821412e-04	1.90258883e-04	9.94556390e-07	1.10405534e-06
0.12208         	1.01181432e-04	7.78688456e-05	1.34709411e-04	1.90124385e-04	9.94932422e-07	1.08063936e-06
0.1221          	1.01089257e-04	7.77214731e-05	1.34560415e-04	1.90004109e-04	9.95359175e-07	1.12059076e-06
0.12212         	1.00992159e-04	7.75629780e-05	1.34411585e-04	1.89876872e-04	9.95987807e-07	1.14590438e-06
0.12214         	1.00902433e-04	7.74106366e-05	1.34325509e-04	1.89734485e-04	9.96582208e-07	1.17270098e-06
0.12216         	1.00816400e-04	7.73219889e-05	1.34249722e-04	1.89600726e-04	9.97261691e-07	1.17990233e-06
0.12218         	1.00737111e-04	7.72385026e-05	1.34194988e-04	1.89450455e-04	9.98736840e-07	1.15752475e-06
0.1222          	1.00661444e-04	7.71486934e-05	1.34122978e-04	1.89301150e-04	1.00041020e-06	1.10495992e-06
0.12222         	1.00575560e-04	7.70367188e-05	1.34029617e-04	1.89171797e-04	9.96632335e-07	1.07161155e-06
0.12224         	1.00483317e-04	7.69121177e-05	1.33914894e-04	1.89072770e-04	9.98593706e-07	1.08705699e-06
0.12226         	1.00385311e-04	7.67660025e-05	1.33787957e-04	1.88924297e-04	1.00193236e-06	1.13261094e-06
0.12228         	1.00295481e-04	7.66357772e-05	1.33693962e-04	1.88804278e-04	1.00124472e-06	1.17158226e-06
0.1223          	1.00203749e-04	7.65473789e-05	1.33585024e-04	1.88641524e-04	9.98878680e-07	1.19192230e-06
0.12232         	1.00100190e-04	7.64756724e-05	1.33489844e-04	1.88488522e-04	1.00136471e-06	1.17459239e-06
0.12234         	1.00005176e-04	7.63975872e-05	1.33399658e-04	1.88292279e-04	9.98621128e-07	1.11328594e-06
0.12236         	9.98989103e-05	7.62953046e-05	1.33303908e-04	1.88162662e-04	1.00064603e-06	1.09152184e-06
0.12238         	9.97865597e-05	7.61729336e-05	1.33201017e-04	1.88010681e-04	9.96999852e-07	1.11688241e-06
0.1224          	9.96705218e-05	7.60410290e-05	1.33068471e-04	1.87841092e-04	9.98668476e-07	1.14314853e-06
0.12242         	9.95687837e-05	7.59082523e-05	1.32991068e-04	1.87665954e-04	1.00109467e-06	1.17391906e-06
0.12244         	9.94754865e-05	7.58388294e-05	1.32906094e-04	1.87499627e-04	9.96154675e-07	1.18671439e-06
0.12246         	9.93716461e-05	7.57615948e-05	1.32789764e-04	1.87306655e-04	9.96814480e-07	1.15960562e-06
0.12248         	9.92697805e-05	7.56818985e-05	1.32657215e-04	1.87131908e-04	9.98129398e-07	1.10584735e-06
0.1225          	9.91631624e-05	7.55951673e-05	1.32561578e-04	1.86961214e-04	9.99057807e-07	1.08532886e-06
0.12252         	9.90546227e-05	7.54849508e-05	1.32459657e-04	1.86817406e-04	9.99651197e-07	1.11706864e-06
0.12254         	9.89319581e-05	7.53533881e-05	1.32357286e-04	1.86650638e-04	1.00097372e-06	1.14262153e-06
0.12256         	9.88145987e-05	7.52225460e-05	1.32291678e-04	1.86483699e-04	9.97754502e-07	1.17506053e-06
0.12258         	9.87114164e-05	7.51595009e-05	1.32241263e-04	1.86317311e-04	9.98521038e-07	1.18139007e-06
0.1226          	9.86182212e-05	7.51092491e-05	1.32176160e-04	1.86150105e-04	9.99985715e-07	1.16333726e-06
0.12262         	9.85238647e-05	7.50379410e-05	1.32067000e-04	1.85976226e-04	1.00110776e-06	1.11784862e-06
0.12264         	9.84162592e-05	7.49560835e-05	1.31935823e-04	1.85823976e-04	9.96605868e-07	1.07052814e-06
0.12266         	9.83063607e-05	7.48667138e-05	1.31831690e-04	1.85676348e-04	9.96310791e-07	1.10583859e-06
0.12268         	9.81876699e-05	7.47574990e-05	1.31730747e-04	1.85541193e-04	9.97056211e-07	1.13779644e-06
0.1227          	9.80744072e-05	7.46428788e-05	1.31678954e-04	1.85386016e-04	9.97730417e-07	1.16898399e-06
0.12272         	9.79602731e-05	7.45881409e-05	1.31660082e-04	1.85242443e-04	9.98075523e-07	1.18012411e-06
0.12274         	9.78493399e-05	7.45518579e-05	1.31643173e-04	1.85056575e-04	9.98275577e-07	1.16651213e-06
0.12276         	9.77354881e-05	7.45233558e-05	1.31578103e-04	1.84893957e-04	9.98379344e-07	1.11961911e-06
0.12278         	9.76131050e-05	7.44627902e-05	1.31483344e-04	1.84697739e-04	9.98614560e-07	1.06452743e-06
0.1228          	9.74816320e-05	7.43987150e-05	1.31376019e-04	1.84573947e-04	9.98697762e-07	1.06737624e-06
0.12282         	9.73471349e-05	7.43149604e-05	1.31274986e-04	1.84389845e-04	9.98654740e-07	1.10970674e-06
0.12284         	9.72185893e-05	7.42346279e-05	1.31255223e-04	1.84245824e-04	9.98702318e-07	1.14736937e-06
0.12286         	9.70988906e-05	7.42063582e-05	1.31271584e-04	1.84047600e-04	1.00063192e-06	1.17346333e-06
0.12288         	9.69628655e-05	7.41994168e-05	1.31258868e-04	1.83884497e-04	9.95237753e-07	1.16897611e-06
0.1229          	9.68367142e-05	7.41956559e-05	1.31227668e-04	1.83656441e-04	9.95747472e-07	1.11719922e-06
0.12292         	9.67017642e-05	7.41821271e-05	1.31185000e-04	1.83508880e-04	9.98264367e-07	1.07153318e-06
0.12294         	9.65735673e-05	7.41415699e-05	1.31125775e-04	1.83332478e-04	1.00103804e-06	1.09152168e-06
0.12296         	9.64452851e-05	7.40983287e-05	1.31036091e-04	1.83200505e-04	9.98155591e-07	1.11990250e-06
0.12298         	9.63292805e-05	7.40439776e-05	1.30967225e-04	1.83017140e-04	9.99547927e-07	1.15521924e-06
0.123           	9.62273536e-05	7.40517813e-05	1.30978587e-04	1.82879275e-04	1.00221666e-06	1.17444272e-06
0.12302         	9.61144583e-05	7.40877790e-05	1.31012767e-04	1.82691407e-04	9.99907001e-07	1.16281023e-06
0.12304         	9.59966025e-05	7.41051103e-05	1.31008549e-04	1.82530964e-04	1.00111205e-06	1.11307310e-06
0.12306         	9.58727667e-05	7.41260049e-05	1.30995693e-04	1.82355584e-04	9.99410678e-07	1.06695810e-06
0.12308         	9.57451782e-05	7.41345818e-05	1.30954104e-04	1.82225564e-04	1.00013547e-06	1.09848454e-06
0.1231          	9.56027953e-05	7.41250905e-05	1.30895060e-04	1.82058963e-04	9.96390710e-07	1.13568791e-06
0.12312         	9.54571858e-05	7.41007050e-05	1.30857637e-04	1.81888599e-04	9.96913902e-07	1.16775106e-06
0.12314         	9.53224582e-05	7.41375672e-05	1.30873651e-04	1.81705562e-04	9.98783220e-07	1.18167181e-06
0.12316         	9.51897868e-05	7.42056254e-05	1.30882926e-04	1.81519501e-04	1.00054716e-06	1.17030456e-06
0.12318         	9.50512354e-05	7.42665475e-05	1.30877074e-04	1.81317023e-04	9.97786777e-07	1.13974755e-06
0.1232          	9.49010188e-05	7.43037178e-05	1.30887584e-04	1.81116819e-04	9.98187479e-07	1.07168795e-06
0.12322         	9.47448669e-05	7.43321910e-05	1.30864287e-04	1.80925518e-04	1.00013466e-06	1.09257333e-06
0.12324         	9.45984837e-05	7.43389775e-05	1.30822836e-04	1.80746509e-04	9.97452621e-07	1.13690968e-06
0.12326         	9.44579129e-05	7.43369260e-05	1.30802328e-04	1.80568584e-04	9.97447956e-07	1.16789808e-06
0.12328         	9.43287294e-05	7.43691027e-05	1.30818875e-04	1.80380947e-04	9.99329779e-07	1.18379627e-06
0.1233          	9.41999096e-05	7.44474576e-05	1.30855271e-04	1.80184857e-04	1.00075029e-06	1.18319224e-06
0.12332         	9.40706276e-05	7.45255002e-05	1.30853716e-04	1.79968762e-04	9.97141180e-07	1.15116370e-06
0.12334         	9.39419579e-05	7.45768018e-05	1.30819251e-04	1.79764730e-04	9.96813753e-07	1.07824745e-06
0.12336         	9.38035723e-05	7.46155861e-05	1.30786675e-04	1.79586144e-04	9.98292004e-07	1.06994928e-06
0.12338         	9.36625718e-05	7.46419840e-05	1.30748280e-04	1.79404518e-04	9.99685980e-07	1.10396499e-06
0.1234          	9.35229717e-05	7.46527588e-05	1.30734249e-04	1.79204079e-04	1.00104518e-06	1.14682816e-06
0.12342         	9.34021714e-05	7.47068725e-05	1.30773010e-04	1.78996575e-04	9.97130947e-07	1.18138061e-06
0.12344         	9.32693659e-05	7.47927302e-05	1.30804692e-04	1.78771522e-04	9.96737289e-07	1.18075794e-06
0.12346         	9.31409943e-05	7.48881324e-05	1.30825663e-04	1.78540324e-04	9.98417414e-07	1.14380948e-06
0.12348         	9.30092946e-05	7.49808867e-05	1.30823778e-04	1.78309903e-04	1.00034416e-06	1.07603258e-06
0.1235          	9.28692484e-05	7.50375238e-05	1.30795179e-04	1.78118674e-04	9.96992943e-07	1.09240207e-06
0.12352         	9.27198902e-05	7.50929443e-05	1.30765163e-04	1.77918623e-04	9.96725384e-07	1.11848552e-06
0.12354         	9.25772491e-05	7.51334598e-05	1.30757389e-04	1.77687999e-04	9.98436301e-07	1.15635301e-06
0.12356         	9.24508417e-05	7.52025697e-05	1.30788495e-04	1.77469658e-04	1.00000577e-06	1.18198873e-06
0.12358         	9.23233387e-05	7.53260422e-05	1.30824162e-04	1.77244079e-04	9.96672010e-07	1.18163746e-06
0.1236          	9.21870154e-05	7.54309528e-05	1.30854179e-04	1.77002366e-04	9.96573555e-07	1.13967583e-06
0.12362         	9.20529131e-05	7.55362902e-05	1.30843093e-04	1.76770650e-04	9.98726243e-07	1.07515245e-06
0.12364         	9.19156295e-05	7.56363774e-05	1.30812823e-04	1.76570743e-04	1.00073013e-06	1.08245758e-06
0.12366         	9.17705392e-05	7.57122048e-05	1.30790808e-04	1.76373647e-04	9.99118563e-07	1.12784080e-06
0.12368         	9.16170956e-05	7.57627179e-05	1.30796101e-04	1.76141967e-04	9.99157631e-07	1.16383241e-06
0.1237          	9.14808905e-05	7.58456713e-05	1.30869052e-04	1.75922249e-04	1.00137350e-06	1.18479548e-06
0.12372         	9.13573061e-05	7.59806259e-05	1.30933162e-04	1.75691604e-04	1.00128069e-06	1.18942603e-06
0.12374         	9.12307511e-05	7.61291532e-05	1.30957456e-04	1.75460095e-04	9.99976963e-07	1.16441479e-06
0.12376         	9.10979764e-05	7.62463022e-05	1.30965735e-04	1.75221136e-04	9.99847234e-07	1.10090551e-06
0.12378         	9.09510193e-05	7.63616372e-05	1.30972759e-04	1.75006322e-04	1.00195069e-06	1.08729246e-06
0.1238          	9.08056312e-05	7.64575444e-05	1.30945414e-04	1.74812547e-04	1.00152422e-06	1.13583576e-06
0.12382         	9.06573773e-05	7.65461286e-05	1.30914816e-04	1.74609954e-04	9.99391270e-07	1.17507019e-06
0.12384         	9.05207834e-05	7.66380418e-05	1.30972117e-04	1.74399835e-04	9.99056536e-07	1.19883913e-06
0.12386         	9.03830825e-05	7.67933702e-05	1.31031771e-04	1.74190818e-04	1.00085565e-06	1.20274402e-06
0.12388         	9.02463582e-05	7.69579369e-05	1.31082590e-04	1.73965827e-04	1.00157697e-06	1.17535013e-06
0.1239          	9.01091870e-05	7.71097641e-05	1.31105070e-04	1.73742798e-04	1.00191979e-06	1.11797440e-06
0.12392         	8.99615441e-05	7.72421792e-05	1.31107503e-04	1.73553696e-04	1.00223833e-06	1.09165688e-06
0.12394         	8.98150084e-05	7.73701920e-05	1.31103642e-04	1.73379619e-04	1.00169143e-06	1.12147989e-06
0.12396         	8.96661124e-05	7.74735503e-05	1.31091309e-04	1.73184904e-04	1.00084443e-06	1.17502808e-06
0.12398         	8.95322199e-05	7.75847419e-05	1.31123056e-04	1.73000479e-04	1.00009615e-06	1.21536390e-06
0.124           	8.93979468e-05	7.77436220e-05	1.31163276e-04	1.72817102e-04	9.99027752e-07	1.22583077e-06
0.12402         	8.92542540e-05	7.79213852e-05	1.31190381e-04	1.72617488e-04	9.99008910e-07	1.18581906e-06
0.12404         	8.91169757e-05	7.80939409e-05	1.31199230e-04	1.72409246e-04	1.00070419e-06	1.11629416e-06
0.12406         	8.89680508e-05	7.82402661e-05	1.31207504e-04	1.72240106e-04	1.00220854e-06	1.11093471e-06
0.12408         	8.88105691e-05	7.83770053e-05	1.31192545e-04	1.72079661e-04	1.00305550e-06	1.14013822e-06
0.1241          	8.86509284e-05	7.84988362e-05	1.31176145e-04	1.71886684e-04	1.00312381e-06	1.17827568e-06
0.12412         	8.85052036e-05	7.86147933e-05	1.31224741e-04	1.71697146e-04	1.00231826e-06	1.21273026e-06
0.12414         	8.83675939e-05	7.88001425e-05	1.31280229e-04	1.71500701e-04	1.00238454e-06	1.22116359e-06
0.12416         	8.82218218e-05	7.89786569e-05	1.31306723e-04	1.71288674e-04	1.00139410e-06	1.19282784e-06
0.12418         	8.80776119e-05	7.91560745e-05	1.31309751e-04	1.71091706e-04	1.00052717e-06	1.13612231e-06
0.1242          	8.79258666e-05	7.93299231e-05	1.31334612e-04	1.70912930e-04	9.99700226e-07	1.11997149e-06
0.12422         	8.77721320e-05	7.94809952e-05	1.31334548e-04	1.70745474e-04	9.99046061e-07	1.15603036e-06
0.12424         	8.76069724e-05	7.96086797e-05	1.31319457e-04	1.70554642e-04	9.99468875e-07	1.18872235e-06
0.12426         	8.74506664e-05	7.97364043e-05	1.31350954e-04	1.70364185e-04	9.99891357e-07	1.21759316e-06
0.12428         	8.73114898e-05	7.99366499e-05	1.31394063e-04	1.70167817e-04	1.00016903e-06	1.21887631e-06
0.1243          	8.71726465e-05	8.01552822e-05	1.31427336e-04	1.69960075e-04	9.99090230e-07	1.19994771e-06
0.12432         	8.70300188e-05	8.03465089e-05	1.31442924e-04	1.69736761e-04	9.98237825e-07	1.14570064e-06
0.12434         	8.68772265e-05	8.05269593e-05	1.31452354e-04	1.69524473e-04	9.98229585e-07	1.09420862e-06
